option_name,autoload,size_bytes,owner,active_owner,recommended_action,confidence,rollback,notes
jetpack_sync_settings_upload_max_rows,yes,3,jetpack,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
jetpack_sync_settings_queue_max_writes_sec,yes,3,jetpack,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
jetpack_sync_settings_max_enqueue_full_sync,yes,3,jetpack,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
jetpack_sync_settings_cron_sync_time_limit,yes,3,jetpack,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
jetpack_sync_settings_term_relationships_full_sync_item_size,yes,3,jetpack,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
wcpay_multi_currency_store_currency,yes,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
jpsq_sync_checkout,no,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woocommerce_attribute_lookup_regeneration_in_progress,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_attribute_lookup_processed_count,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_show_lys_tour,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
gla_ads_account_currency,yes,3,google-listings-and-ads,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
elementor_element_cache_ttl,yes,3,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woocommerce_revenue_report_date_tour_shown,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
ai-content-generation_allow_tracking,yes,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wp_mail_smtp_lite_sent_email_counter,on,3,wp-mail-smtp,no,BLOCKED,medium,Restore from app/sql/local.sql,
p24_statuses_active,yes,3,imoje,yes,KEEP,high,Restore from app/sql/local.sql,
easypack_enable_for_all_products,yes,3,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
easypack_delivery_notice,yes,3,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
easypack_js_map_button,yes,3,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_downloads_count_partial,yes,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
user_registration_disable_profile_picture,auto,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
elementor_viewport_md,auto,3,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woocommerce_archive_thumbnail_image_width,auto,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_archive_thumbnail_cropping_custom_width,auto,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_archive_thumbnail_cropping_custom_height,auto,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
wcs_updated_200,auto,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woocommerce_admin_customize_store_completed,auto,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
yith_wcan_change_browser_url,auto,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
yith_wcan_lazy_load_filters,auto,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
yith_wcan_paginate_terms,auto,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woocommerce_feature_email_improvements_enabled,on,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
e_editor_counter,auto,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
forminator_addon_mailerlite_version,auto,3,woo-mailerlite,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
woo_ml_last_synced_customer,auto,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
optml_defaults_updated,auto,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
optml_notice_optin,auto,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
optml_enabled_limit_dimensions,auto,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
optml_enabled_cloud_sites,auto,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
elementor_pro_dc_cache_notice_dismissed,off,3,elementor,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
optimole_wp_logger_flag,auto,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
nickx_arrowinfinite,auto,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
nickx_arrowdisable,auto,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
nickx_hide_thumbnail,auto,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
nickx_adaptive_height,auto,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
nickx_controls,auto,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
nickx_show_lightbox,auto,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
nickx_show_zoom,auto,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woocommerce_feature_reactify-classic-payments-settings_enabled,auto,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_email_header_image_width,on,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
astra-sites-batch-is-complete,off,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
astra_sites_has_sent_error_report,auto,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
astra_sites_import_started,auto,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
uae_lite_is_activated,auto,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
hfe_onboarding_triggered,auto,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wt_p_iew_basic_json_migration_complete,auto,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
woocommerce_feature_blueprint_enabled,on,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_feature_point_of_sale_enabled,on,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_feature_experimental-iapi-mini-cart_enabled,on,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
_site_transient_imagify_user_images_count,off,3,imagify,no,PURGE-CANDIDATE,high,Restore from app/sql/local.sql,
woocommerce_feature_destroy-empty-sessions_enabled,on,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_orders_report_date_tour_shown,auto,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
ULTIMATE_CSV_IMP_VERSION,auto,3,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
_transient_woocommerce_admin_pes_incentive_woopayments_store_has_orders,off,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
_transient_wc_low_stock_count,off,3,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
posts_per_rss,yes,2,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
posts_per_page,yes,2,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
close_comments_days_old,yes,2,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
comments_per_page,yes,2,wordpress-core,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_default_country,yes,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_calc_taxes,yes,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_calc_discounts_sequentially,no,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_cart_redirect_after_add,yes,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_dimension_unit,yes,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_review_rating_verification_required,no,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_hold_stock_minutes,no,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_hide_out_of_stock_items,yes,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_downloads_require_login,no,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_prices_include_tax,yes,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_tax_round_at_subtotal,yes,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_enable_shipping_calc,no,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_shipping_cost_requires_address,yes,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_shipping_debug_mode,yes,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_registration_generate_password,off,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_erasure_request_removes_order_data,no,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_erasure_request_removes_download_data,no,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_allow_bulk_remove_personal_data,no,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_force_ssl_checkout,yes,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_unforce_ssl_checkout,yes,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_api_enabled,yes,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_allow_tracking,on,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_show_marketplace_suggestions,off,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_demo_store,no,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_queue_flush_rewrite_rules,yes,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
yith_woocompare_compare_button_in_products_list,yes,2,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
yith_woocompare_add_to_cart_end,yes,2,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
yith_wcwl_ajax_enable,yes,2,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_show_on_loop,yes,2,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_rounded_corners_radius,yes,2,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_variation_show,yes,2,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_price_show,yes,2,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_stock_show,yes,2,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_show_dateadded,yes,2,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_add_to_cart_show,yes,2,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_repeat_remove_button,yes,2,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_redirect_cart,yes,2,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_enable_share,yes,2,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_share_url,yes,2,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
yith_wcwl_add_to_cart_rounded_corners_radius,yes,2,yith-woocommerce-wishlist,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
like_box_enable_like_box,yes,2,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
pum_total_open_count,yes,2,ultimate-member,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
easypack_api_country,yes,2,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
easypack_returns_page,yes,2,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
easypack_dispatch_point_flat_no,yes,2,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
easypack_sender_flat_no,yes,2,inpost-for-woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
googlelanguagetranslator_language,yes,2,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
googlelanguagetranslator_toolbar,yes,2,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
googlelanguagetranslator_showbranding,yes,2,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
googlelanguagetranslator_flag_size,yes,2,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
wc_blocks_use_blockified_product_grid_block_as_template,yes,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_downloads_redirect_fallback_allowed,no,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_attribute_lookup_direct_updates,yes,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_merchant_email_notifications,no,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_navigation_enabled,yes,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_feature_product_block_editor_enabled,on,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
woocommerce_custom_orders_table_data_sync_enabled,yes,2,woocommerce,yes,KEEP,high,Restore from app/sql/local.sql,
wcpay_was_in_use,yes,2,unknown,no,REVIEW,low,Restore from app/sql/local.sql,
ewww_image_optimizer_jpg_level,yes,2,ewww-image-optimizer,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
ewww_image_optimizer_png_level,yes,2,ewww-image-optimizer,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
ewww_image_optimizer_gif_level,yes,2,ewww-image-optimizer,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
gla_redirect_to_onboarding,yes,2,google-listings-and-ads,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.__activation,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.purge.queue,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.purge.queue2,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.cache-exc_useragents,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.cache-exc_cookies,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.cache-exc_qs,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.cache-exc_cat,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.cache-exc_tag,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.cache-force_uri,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.cache-force_pub_uri,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.cache-priv_uri,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.cache-exc,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.cache-exc_roles,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.cache-vary_cookies,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.purge-timed_urls,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.debug-inc,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.debug-exc,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.debug-exc_strings,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.optm-ucss_whitelist,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.optm-ucss_file_exc_inline,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.optm-ucss_exc,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.optm-css_exc,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.optm-js_delay_inc,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.optm-html_lazy,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.optm-ccss_sep_uri,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.optm-exc_roles,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.optm-gm_js_exc,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.optm-dns_prefetch,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.optm-dns_preconnect,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.optm-exc,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.media-lazy_exc,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.media-lazy_parent_cls_exc,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.media-iframe_lazy_cls_exc,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.media-iframe_lazy_parent_cls_exc,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.media-lazy_uri_exc,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.img_optm-jpg_quality,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.crawler-timeout,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.crawler-roles,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.crawler-cookies,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.misc-heartbeat_front_ttl,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.misc-heartbeat_back_ttl,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.misc-heartbeat_editor_ttl,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.conf.cdn-exc,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.gui.lscwp_whm_install,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.gui.dismiss,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.data.upgrading,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.crawler.bypass_list,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
litespeed.css._summary,yes,2,litespeed-cache,no,PURGE-CANDIDATE,medium,Restore from app/sql/local.sql,
